beetle_id,taxon_id,family,genus,specific_epithet,scientific_name,scientific_name_authorship
10106,1077310,Cantharidae,Chauliognathus,,"Chauliognathus Hentz, 1830",
10107,553334,Cerambycidae,Trypanidius,andicola,"Trypanidius andicola Blanchard, 1847",
10108,877136,Cerambycidae,Holoaerenica,obtusipennis,"Holoaerenica obtusipennis (Fuchs, 1963)",
10109,1183735,Brentidae,Stereodermus,exilis,"Stereodermus exilis Suffrian, 1870",
10110,791855,Cerambycidae,Torneutes,pallidipennis,"Torneutes pallidipennis Reich, 1837",
10111,251887,Cerambycidae,Aneflus,,"Aneflus LeConte, 1873",
10112,1096760,Cerambycidae,Parachalastinus,flavescens,"Parachalastinus flavescens Júlio, 2005",
10113,1162321,Geotrupidae,Neoathyreus,pholas,"Neoathyreus pholas (Westwood, 1848)",
10114,1024969,Cerambycidae,Aegomorphus,,"Aegomorphus Haldeman, 1847",
10115,942387,Cerambycidae,Discopus,buckleyi,"Discopus buckleyi Bates, 1880",
10116,1085854,Coccinellidae,Eriopis,,"Eriopis Mulsant, 1850",
10117,714322,Scarabaeidae,Bothynus,entellus,"Bothynus entellus (Le Peletier & Serville, 1828)",
10118,1248414,Scarabaeidae,Gymnetis,ramulosa,"Gymnetis ramulosa Bates, 1869",
10119,882679,Cerambycidae,Macrodontia,castroi,"Macrodontia castroi Marazzi, Pavisi & Marazzi, 2008",
10120,214532,Scarabaeidae,Ataenius,imbricatus,"Ataenius imbricatus (Melsheimer, 1845)",
10121,894223,Carabidae,Ceroglossus,darwini,"Ceroglossus darwini (Hope, 1838)",
10122,955336,Staphylinidae,Oxelytrum,lineatocolle,"Oxelytrum lineatocolle (Laporte de Castelnau, 1840)",
10123,857355,Elateridae,Hemirhipus,,"Hemirhipus Latreille, 1825",
10124,505465,Elateridae,Chalcolepidius,zonatus,"Chalcolepidius zonatus Eschscholtz, 1829",
10125,551793,Dryophthoridae,Cactophagus,rubrovariegatus,"Cactophagus rubrovariegatus Bovie, 1907",
10126,1508347,Cerambycidae,Lepturges,complanatus,"Lepturges complanatus Bates, 1863",
10127,272373,Chrysomelidae,Calligrapha,gyllenhali,"Calligrapha gyllenhali Stal J.Gomez-Zurita, 1859",
10128,269378,Cerambycidae,Methia,necydalea,"Methia necydalea (Fabricius, 1798)",
10129,1152985,Cerambycidae,Euderces,velutinus,"Euderces velutinus (Fisher, 1931)",
10130,523381,Erotylidae,Erotylus,,"Erotylus Fabricius, 1775",
10131,1032158,Carabidae,Cylindera,chiliensis,"Cylindera chiliensis (Audouin & Brullé, 1839)",
10132,856544,Chrysomelidae,Echoma,anaglyptoides,"Echoma anaglyptoides Borowiec, 1998",
10133,154940,Meloidae,Rhyphonemognatha,rufa,"Rhyphonemognatha rufa (LeConte, 1854)",
10134,272398,Chrysomelidae,Platyphora,,"Platyphora Gistel, 1857",
10135,801023,Cerambycidae,Orthomegas,pehlkei,"Orthomegas pehlkei (Lameere, 1904)",
10136,605998,Cerambycidae,Trachyderes,cingulatus,"Trachyderes cingulatus Klug, 1825",
10137,858468,Erotylidae,Aegithus,,"Aegithus Fabricius, 1801",
10138,847083,Chrysomelidae,Asphaera,,"Asphaera Duponchel & Chevrolat, 1842",
10139,272375,Chrysomelidae,Calligrapha,multipustulata,"Calligrapha multipustulata Stal, 1859",
10140,1234349,Erotylidae,Mycomystes,nigriventris,"Mycomystes nigriventris Pecci-Maddalena & Lopes-Andrade, 2020",
10141,269058,Curculionidae,Copturus,,"Copturus C.J.Schoenherr, 1825",
10142,887156,Coccinellidae,Epilachna,,"Epilachna Chevrolat, 1836",
10143,1231405,Chrysomelidae,Poecilaspidella,vittifera,"Poecilaspidella vittifera (Boheman, 1850)",
10144,1458387,Curculionidae,Embates,,"Embates L.A.A.Chevrolat, 1833",
10145,1354405,Tenebrionidae,Eusattus,nitidipennis,"Eusattus nitidipennis LeConte, 1851",
10146,901728,Meloidae,Epicauta,major,"Epicauta major Pic, 1924",
10147,269041,Curculionidae,Embates,,"Embates L.A.A.Chevrolat, 1833",
10148,1458380,Erotylidae,Iphiclus,guadeloupensis,"Iphiclus guadeloupensis (Fabricius, 1792)",
10149,1391405,Curculionidae,Cholus,nevermanni,"Cholus nevermanni Günther, 1935",
10150,1159360,Cerambycidae,Ozineus,arietinus,"Sternacutus arietinus (Bates, 1872) Monné, Santos-Silva & Monné, 2020",
10151,780925,Cleridae,Eurymetopum,,"Epiclines Lacordaire, 1857",
10152,301565,Scarabaeidae,Euphoria,monticola,"Euphoria monticola Bates, 1889",
10153,955866,Carabidae,Calosoma,abbreviatum,"Calosoma abbreviatum Chaudoir, 1869",
10154,714065,Carabidae,Brachygnathus,festivus,"Brachygnathus festivus (Dejean, 1830)",
10155,1230913,Cerambycidae,Pirangoclytus,mniszechii,"Pirangoclytus mniszechii (Chevrolat, 1862)",
10156,272136,Chrysomelidae,Microctenochira,bonvouloiri,"Microctenochira bonvouloiri (Boheman, 1855)",
10157,555843,Scarabaeidae,Heterosternus,oberthueri,"Heterosternus oberthueri Ohaus, 1901",
10158,1426124,Curculionidae,Ceratopus,crassipes,"Ceratopus crassipes A.Klima, 1935",
10159,270017,Cerambycidae,Neoclytus,steelei,"Neoclytus steelei Chemsak & Linsley, 1978",
10160,1654077,Coccinellidae,Exoplectra,,"Exoplectra Chevrolat, 1837",
10161,1038725,Tenebrionidae,Eleodes,eschscholtzii,"Eleodes eschscholtzii Solier, 1848",
10162,1395354,Carabidae,Calleida,pretiosa,"Calleida pretiosa Chaudoir, 1873",
10163,559081,Meloidae,Epicauta,cinctipennis,"Epicauta cinctipennis (Chevrolat, 1834)",
10164,1370132,Coccinellidae,Exochomus,jamaicensis,Exochomus jamaicensis Sicard,
10165,931271,Buprestidae,Lampetis,tucumana,"Lampetis tucumana (Percheron, 1835)",
10166,977867,Chrysomelidae,Diabrotica,godmani,"Diabrotica godmani Jacoby, 1887",
10167,1634936,Tenebrionidae,Dinomus,,"Dinomus Brême, 1842",
10168,1181242,Chrysomelidae,Acalymma,albidovittatum,Acalymma albidovittatum,
10169,805156,Staphylinidae,Platydracus,scabrosus,"Platydracus scabrosus (Curtis, 1839)",
10170,1587669,Cerambycidae,Tulcus,thysbe,"Tulcus thysbe (Dillon & Dillon, 1945)",
10171,869371,Meloidae,Nemognatha,cantharidis,"Nemognatha cantharidis MacSwain, 1951",
10172,705915,Cerambycidae,Hypsioma,grisea,"Hypsioma grisea (Fleutiaux & Sallé, 1889)",
10173,1100193,Erotylidae,Erotylus,,"Erotylus Fabricius, 1775",
10174,542533,Curculionidae,Exophthalmus,sulcicrus,"Exophthalmus sulcicrus Champion, 1911",
10175,922886,Passalidae,,,Passalidae,
10176,1616514,Chrysomelidae,Zygogramma,,"Tritaenia Motschoulsky, 1860",
10177,1622747,Cerambycidae,Estola,cerdai,"Estola cerdai Galileo & Martins, 2009",
10178,484309,Phengodidae,Cenophengus,pallidus,"Cenophengus pallidus Schaeffer, 1904",
10179,268155,Chrysomelidae,Sennius,lebasi,"Sennius lebasi (Fahraeus, 1839)",
10180,1079727,Erotylidae,Neoxestus,,"Neoxestus Crotch, 1976",
10181,1076759,Buprestidae,Pseudolampetis,boliviana,"Pseudolampetis boliviana Obenberger, 1939",
10182,1656800,Chrysomelidae,Macrohaltica,,"Macrohaltica Bechyné, 1957",
10183,272282,Chrysomelidae,Metachroma,clarkei,"Metachroma clarkei Blake, 1970",
10184,269292,Curculionidae,Lixus,fimbriolatus,"Lixus fimbriolatus Boheman, 1836",
10185,1024972,Cerambycidae,Acanthoderes,quadrigibbus,"Aegomorphus quadrigibbus Yanega, 1996",
10186,174243,Dytiscidae,Copelatus,,"Copelatus Erichson, 1832",
10187,1090844,Cerambycidae,Orthomegas,haxairei,"Orthomegas haxairei (Bleuzen, 1993)",
10188,329594,Silvanidae,Cathartus,quadricollis,"Cathartus quadricollis (Guérin-Méneville, 1844)",
10189,464166,Curculionidae,Sitona,discoideus,"Sitona discoideus Gyllenhal, 1834",
10190,370843,Bostrichidae,Apatides,fortis,"Apatides fortis (LeConte, 1866)",
10191,1154011,Cantharidae,Polemius,,"Polemius LeConte, 1851",
10192,790897,Buprestidae,Cylindrophora,,Cylindrophora,
10193,1131039,Chrysomelidae,Diabrotica,,"Diabrotica Chevrolat, 1836",
10194,267354,Erotylidae,Ischyrus,,"Ischyrus Lacordaire, 1842",
10195,765760,Zopheridae,Zopherus,,"Zopherus Laporte, 1840",
10196,1354792,Oedemeridae,Oxacis,taeniata,"Oxacis taeniata (LeConte, 1854)",
10197,1240637,Cerambycidae,Nyssodrysternum,insulorum,"Nyssodrysternum insulorum Monné & Tavakilian, 2011",
10198,957914,Curculionidae,Oxyops,vitiosus,"Oxyops vitiosus Pascoe, 1870",
10199,1020225,Tenebrionidae,Rhinandrus,elongatus,"Rhinandrus elongatus Horn, 1866",
10200,1024968,Cerambycidae,Aegomorphus,,"Aegomorphus Haldeman, 1847",
10201,491310,Scarabaeidae,Trichiotinus,lunulatus,"Trichiotinus lunulatus (Fabricius, 1775)",
10202,305887,Cerambycidae,Dexithea,fabricii,"Dexithea fabricii (Chevrolat, 1860)",
10203,868854,Elateridae,Alaus,plebejus,"Alaus plebejus Candèze, 1874",
10204,309964,Chrysomelidae,Omophoita,,"Omophoita Chevrolat, 1836",
10205,636094,Cerambycidae,Miltesthus,marginatus,"Miltesthus marginatus Bates, 1872",
10206,870512,Chrysomelidae,Stator,bixae,"Stator bixae (Drapiez, 1820)",
10207,231524,Elmidae,Stenelmis,fuscata,"Stenelmis fuscata Blatchley, 1925",
10208,868873,Cerambycidae,Acyphoderes,aurulenta,"Acyphoderes aurulenta (Kirby, 1818)",
10209,1279678,Erotylidae,Erotylus,,"Erotylus Fabricius, 1775",
10210,59511,Meloidae,Lytta,auriculata,"Lytta auriculata Horn, 1870",
10211,1077776,Scarabaeidae,Rutela,dorcyi,"Rutela dorcyi (Olivier, 1789)",
10212,272257,Chrysomelidae,Chalcophana,,"Chalcophana Chevrolat, 1836",
10213,520745,Erotylidae,Iphiclus,,"Iphiclus Chevrolat, 1837",
10214,245843,Chrysomelidae,,,Chrysomelidae,
10215,950666,Scarabaeidae,Pelidnota,liturella,"Pelidnota liturella (Kirby, 1818)",
10216,268584,Curculionidae,Trichobaris,pellicea,"Trichobaris pellicea T.L.Casey, 1920",
10217,546718,Tenebrionidae,Cyrtosoma,denticolle,"Cyrtosoma denticolle Chevrolat, 1878",
10218,272025,Chrysomelidae,Asphaera,,"Asphaera Duponchel & Chevrolat, 1842",
10219,858405,Chrysomelidae,Cyrtonota,moderata,"Cyrtonota moderata (Spaeth, 1913)",
10220,1282603,Tenebrionidae,Gyriosomus,,Gyriosomus Guérin-Méneville,
10221,887338,Histeridae,Euspilotus,bisignatus,"Euspilotus bisignatus (Erichson, 1834)",
10222,934181,Cerambycidae,Allopeba,signaticornis,"Allopeba signaticornis (Lucas, 1859)",
10223,306852,Scarabaeidae,Canthon,angustatus,"Canthon angustatus Harold, 1867",
10224,560238,Elateridae,Semiotus,,"Semiotus Eschscholtz, 1829",
10225,510164,Cleridae,Trichodes,simulator,"Trichodes simulator Horn, 1880",
10226,1039741,Curculionidae,Nicentrus,circumcinctus,"Nicentrus circumcinctus Hustache, 1950",
10227,1088858,Cerambycidae,Onychocerus,aculeicornis,"Onychocerus aculeicornis (Kirby, 1818)",
10228,269888,Cerambycidae,Mimolochus,hoefneri,"Mimolochus hoefneri (Thomson, 1865)",
10229,559527,Chrysomelidae,Alurnus,humeralis,"Alurnus humeralis Rosenberg, 1898",
10230,792447,Chrysomelidae,Disonycha,,"Disonycha Chevrolat, 1836",
10231,1093302,Cantharidae,Chauliognathus,,"Chauliognathus Hentz, 1830",
10232,545268,Cerambycidae,Phaea,giesberti,"Phaea giesberti Chemsak, 2000",
10233,1417016,Tenebrionidae,Nilio,lanatus,"Nilio lanatus Germar, 1824",
10234,1074233,Scarabaeidae,Pseudomacraspis,affinis,"Pseudomacraspis affinis (Castelnau, 1840)",
10235,784940,Meloidae,Epicauta,,"Epicauta Dejean, 1834",
10236,1371535,Lampyridae,Aspisoma,yucatanum,"Aspisoma yucatanum E.Olivier, 1908",
10237,712224,Carabidae,Pentagonica,nigricornis,"Pentagonica nigricornis Darlington, 1934",
10238,310582,Chrysomelidae,Promecosoma,,"Promecosoma Lefèvre, 1877",
10239,1089447,Lampyridae,Robopus,vittiger,"Robopus vittiger (Gyllenhal, 1817)",
10240,1047678,Cerambycidae,Poeciloxestia,elegans,"Poeciloxestia elegans (Gory, 1833)",
10241,1008568,Chrysomelidae,Dorynota,cornigera,"Dorynota cornigera (Boheman, 1854)",
10242,1413251,Elateridae,Cardiorhinus,bilineatus,"Cardiorhinus bilineatus (Fabricius, 1801)",
10243,1154579,Melyridae,Astylus,lineatus,"Astylus lineatus (Fabricius, 1775)",
10244,268355,Carabidae,Colliuris,subdistincta,"Colliuris subdistincta (Chaudoir, 1863)",
10245,253194,Chrysomelidae,Oomorphus,,"Lamprosoma Jacquelin du Val, 1856",
10246,1664193,Passalidae,Spasalus,puncticollis,"Spasalus puncticollis (Le Peletier & Serville, 1828)",
10247,341694,Scarabaeidae,Chrysina,marginata,"Chrysina marginata (Waterhouse, 1871)",
10248,267004,Scarabaeidae,Podischnus,agenor,"Podischnus agenor (Olivier, 1789)",
10249,1436455,Chrysomelidae,Euprionota,gebieni,"Euprionota gebieni Uhmann, 1930",
10250,490740,Cerambycidae,Macrodontia,batesi,"Macrodontia batesi Lameere, 1912",
10251,306832,Scarabaeidae,Euphoria,histrionica,"Euphoria histrionica Thomson, 1878",
10252,860176,Cleridae,Priocera,variegata,"Priocera variegata Kirby, 1819",
10253,563314,Curculionidae,Compsus,niveus,"Compsus niveus (Fabricius, 1787)",
10254,1088832,Scarabaeidae,Heterogomphus,rugicollis,"Heterogomphus rugicollis Prell, 1912",
10255,301449,Scarabaeidae,Cyclocephala,guttata,"Cyclocephala guttata Bates, 1888",
10256,231503,Nitidulidae,Stelidota,geminata,"Stelidota geminata (Say, 1825)",
10257,216143,Nitidulidae,Carpophilus,hemipterus,"Carpophilus hemipterus (Linnaeus, 1758)",
10258,1181296,Curculionidae,Exophthalmus,bilineatus,"Exophthalmus bilineatus Champion, 1911",
10259,1188132,Cerambycidae,Eugamandus,albipumilus,"Eugamandus albipumilus Lingafelter, 2020",
10260,1162805,Chrysomelidae,Omophoita,,"Omophoita Chevrolat, 1836",
10261,1505327,Scarabaeidae,Philoscaptus,bonariensis,"Philoscaptus bonariensis (Burmeister, 1847)",
10262,1672609,Cerambycidae,Oxymerus,virgatus,"Oxymerus virgatus Gounelle, 1913",
10263,474411,Chrysomelidae,Pachybrachis,pusillus,"Pachybrachis pusillus Bowditch, 1909",
10264,1432925,Scarabaeidae,Ancognatha,castanea,"Ancognatha castanea Erichson, 1847",
10265,1173479,Cerambycidae,Adetaptera,,"Adetaptera Santos-Silva, Nascimento & Wappes, 2019",
10266,1150545,Scarabaeidae,Epichalcoplethis,chamaeleon,"Epichalcoplethis chamaeleon (Herbst, 1789)",
10267,305669,Curculionidae,Xyleborus,ferrugineus,"Xyleborus ferrugineus (J.C.Fabricius, 1802)",
10268,1157229,Cerambycidae,Pirangoclytus,nubicollis,"Pirangoclytus nubicollis (Zajciw, 1964)",
10269,566119,Aderidae,Emelinus,melsheimeri,"Emelinus melsheimeri (LeConte, 1855)",
10270,524389,Chrysomelidae,Stolas,brevicuspis,"Stolas brevicuspis (Spaeth, 1922)",
10271,1309157,Brentidae,Coelocephalapion,,"Coelocephalapion Wagner, 1914",
10272,1553784,Curculionidae,Prionomagdalis,luteipennis,"Prionomagdalis luteipennis Kuschel, 1955",
10273,231358,Dryophthoridae,Sphenophorus,australis,"Sphenophorus australis Chittenden, 1905",
10274,306022,Cerambycidae,Neocompsa,mexicana,"Neocompsa mexicana (Thomson, 1865)",
10275,1601993,Curculionidae,Macrocopturus,venustus,"Macrocopturus venustus (Heller, 1895)",
10276,269877,Cerambycidae,Poliaenus,negundo,"Poliaenus negundo (Schaeffer, 1905)",
10277,950921,Chrysomelidae,Rhabdopterus,weisei,"Rhabdopterus weisei (Schaeffer, 1920)",
10278,84189,Chrysomelidae,Leptinotarsa,,"Leptinotarsa Chevrolat, 1836",
10279,743398,Cerambycidae,Chalastinus,egensis,"Chalastinus egensis (White, 1855)",
10280,481259,Coccinellidae,Coleomegilla,maculata,"Coleomegilla maculata fuscilabris (Mulsant, 1866)",
10281,268874,Curculionidae,Heilipus,lauri,"Heilipus lauri Boheman, 1845",
10282,231771,Cerambycidae,Stizocera,floridana,"Stizocera floridana Linsley, 1949",
10283,303062,Chrysomelidae,Mimosestes,mimosae,"Mimosestes mimosae (Fabricius, 1881)",
10284,84612,Scarabaeidae,Polyphylla,decemlineata,"Polyphylla decemlineata (Say, 1824)",
10285,319724,Scarabaeidae,Euphoria,kernii,"Euphoria kernii Haldeman, 1852",
10286,217801,Chrysomelidae,Cryptocephalus,notatus,"Cryptocephalus notatus Fabricius, 1787",
10287,272143,Chrysomelidae,Aslamidium,impurum,"Aslamidium impurum (Boheman, 1850)",
10288,338494,Cerambycidae,Neandra,marginicollis,"Neandra marginicollis (Schaeffer, 1929)",
10289,1239492,Chrysomelidae,Metaxyonycha,,"Metaxyonycha Chevrolat, 1847",
10290,1096775,Cerambycidae,Pteroplatus,bilineatus,"Cosmoplatidius bilineatus (Buquet, 1841) Botero, Santos-Silva & Bezark, 2019",
10291,881212,Chrysomelidae,Spilophora,aequatoriensis,"Spilophora aequatoriensis Spaeth, 1905",
10292,349349,Chrysomelidae,Cryptocephalus,sanguinicollis,"Cryptocephalus sanguinicollis Suffrian, 1852",
10293,1415397,Scarabaeidae,Ulata,argentina,"Ulata argentina Saylor, 1945",
10294,991675,Buprestidae,Acmaeodera,divina,"Acmaeodera divina Théry, 1926",
10295,475316,Buprestidae,Acmaeodera,amplicollis,"Acmaeodera amplicollis LeConte, 1866",
10296,873850,Buprestidae,Ocypetes,crassicollis,"Ocypetes crassicollis (Laporte & Gory, 1837)",
10297,520786,Chrysomelidae,Platyphora,,"Platyphora Gistel, 1857",
10298,712251,Carabidae,Apenes,parallela,"Apenes parallela (Dejean, 1825)",
10299,1032454,Trogossitidae,Acalanthis,quadrisignata,Acalanthis quadrisignata Erichson,
10300,1020205,Tenebrionidae,Statira,irregularis,"Statira irregularis Champion, 1889",
10301,1187596,Lucanidae,Psilodon,paschoali,"Psilodon paschoali Pardo-Locarno & Rios-Malaver, 2011",
10302,304638,Curculionidae,Epicaerus,mexicanus,"Epicaerus mexicanus Boheman, 1842",
10303,857087,Cerambycidae,Eburodacrys,quadridens,"Eburodacrys quadridens (Fabricius, 1801)",
10304,1437591,Curculionidae,Exorides,pedunculatus,"Exorides pedunculatus Marshall, 1922",
10305,775021,Coccinellidae,Toxotoma,,"Toxotoma Weise, 1899",
10306,786029,Cerambycidae,Eurysthea,hirta,"Eurysthea hirta (Kirby, 1818)",
10307,796395,Cerambycidae,Chydarteres,dimidiatus,"Chydarteres dimidiatus taeniatus (Germar, 1824)",
10308,823385,Cerambycidae,Ornithia,zapotensis,"Ornithia zapotensis Tippmann, 1960",
10309,1152580,Cerambycidae,Ischionodonta,platensis,"Ischionodonta platensis (Chevrolat, 1859)",
10310,882667,Tenebrionidae,Scotobius,,"Scotobius Germar, 1823",
10311,781403,Cerambycidae,Ambonus,albomaculatus,"Ambonus albomaculatus (Burmeister, 1865)",
10312,773661,Cerambycidae,Euderces,pulcher,"Euderces pulcher (Bates, 1874)",
10313,847523,Chrysomelidae,Alagoasa,,"Alagoasa Bechyné, 1955",
10314,301824,Erotylidae,Aegithus,clavicornis,"Aegithus clavicornis (Linnaeus, 1758)",
10315,947950,Chrysomelidae,Platyphora,,"Platyphora Gistel, 1857",
10316,486991,Oedemeridae,Oxycopis,vittata,"Oxycopis vittata (Fabricius, 1775)",
10317,932782,Buprestidae,Lasionota,pictus,"Lasionota pictus (Gory & Laporte, 1839)",
10318,228715,Cerambycidae,Prionus,pocularis,"Prionus pocularis Dalman, 1817",
10319,1238927,Coccinellidae,Cycloneda,,"Cycloneda Crotch, 1871",
10320,306689,Cerambycidae,Mallodonopsis,mexicanus,"Mallodonopsis mexicanus Thomson, 1861",
10321,177741,Hydrochidae,Hydrochus,,"Hydrochus Leach, 1817",
10322,735412,Chrysomelidae,Cosmogramma,,"Cosmogramma Erichson, 1847",
10323,894229,Carabidae,Ceroglossus,chilensis,"Ceroglossus chilensis seladonicus Kraatz-Koschlau, 1887",
10324,272023,Chrysomelidae,Asphaera,,"Asphaera Duponchel & Chevrolat, 1842",
10325,304004,Curculionidae,Tanymecus,confusus,"Tanymecus confusus Say, 1831",
10326,336037,Bruchidae,,,Bruchidae,
10327,434247,Scarabaeidae,Phanaeus,pyrois,"Phanaeus pyrois Bates, 1887",
10328,1103846,Coccinellidae,Epilachna,,"Epilachna Chevrolat, 1836",
10329,1429531,Coccinellidae,Cyrea,,"Cyrea Gordon & Canepari, 2013",
10330,311040,Chrysomelidae,Chalepus,bicolor,"Ischiopachys bicolor Olivier, 1791",
10331,1590693,Cerambycidae,Oreodera,charisoma,"Oreodera charisoma Lane, 1955",
10332,306599,Cerambycidae,Pseudodeltaspis,cyanea,"Pseudodeltaspis cyanea Linsley, 1935",
10333,1198688,Erotylidae,Oligocorynus,,"Oligocorynus Chevrolat, 1837",
10334,1470864,Scarabaeidae,Phileurus,youngi,"Phileurus youngi Ratcliffe, 1988",
10335,1591267,Cerambycidae,Pseudomecas,pickeli,"Pseudomecas pickeli (Melzer, 1930)",
10336,303642,Curculionidae,Crotanius,trivittatus,"Crotanius trivittatus Casey, 1922",
10337,346280,Buprestidae,Acmaeodera,labyrinthica,"Acmaeodera labyrinthica Fall, 1899",
10338,558084,Bostrichidae,Dendrobiella,sericans,"Dendrobiella sericans (LeConte, 1858)",
10339,1632280,Dermestidae,Trogoderma,,"Trogoderma Dejean, 1821",
10340,1053066,Chrysomelidae,Diabrotica,decempunctata,Diabrotica decempunctata,
10341,1106565,Chrysomelidae,Imatidium,collare,"Imatidium collare (Herbst, 1799)",
10342,1606846,Lampyridae,Alychnus,,"Alychnus Kirsch, 1865",
10343,747609,Cerambycidae,Ctenoscelis,coeus,"Ctenoscelis coeus (Perty, 1832)",
10344,792740,Scarabaeidae,Aulacopalpus,pilicollis,"Aulacopalpus pilicollis (Fairmaire, 1883)",
10345,801817,Cerambycidae,Plagiohammus,sticticus,"Hammatoderus sticticus Lameere, 1883",
10346,305894,Cerambycidae,Tanyochraethes,clathratus,"Tanyochraethes clathratus (Chevrolat, 1860)",
10347,932021,Curculionidae,Astyage,lineigera,"Astyage lineigera F.P.Pascoe, 1872",
10348,964076,Cerambycidae,Sybilla,integra,"Zehra integra Özdikmen, 2008",
10349,269233,Curculionidae,Exophthalmus,agrestis,"Exophthalmus agrestis (Boheman, 1834)",
10350,795080,Curculionidae,Polyteles,stevenii,"Polyteles stevenii (Schoenherr, 1826)",
10351,1332201,Curculionidae,Piazurus,phlesus,"Piazurus phlesus Boh., 1845",
10352,776924,Meloidae,Nemognatha,punctulata,"Nemognatha punctulata LeConte, 1853",
10353,203323,Melyridae,Collops,quadrimaculatus,"Collops quadrimaculatus (Fabricius, 1798)",
10354,310215,Chrysomelidae,Physonota,ovalis,"Physonota ovalis Boheman, 1854",
10355,310663,Chrysomelidae,Schematiza,,"Schematiza Chevrolat, 1837",
10356,519078,Chrysomelidae,Kuschelina,floridana,"Kuschelina floridana (Blake, 1954)",
10357,1178246,Chrysomelidae,Platyphora,aestuans,"Platyphora aestuans (Linnaeus, 1758)",
10358,739569,Dryophthoridae,Rhodobaenus,apicalis,"Rhodobaenus apicalis Hustache, 1936",
10359,1446528,Tenebrionidae,Cryptoglossa,spiculifera,Cryptoglossa spiculifera,
10360,1136038,Cantharidae,Discodon,,"Discodon Gorham, 1881",
10361,310438,Chrysomelidae,Pachybrachis,texanus,"Pachybrachis texanus Bowditch, 1909",
10362,702739,Cerambycidae,Neohebestola,humeralis,"Neohebestola humeralis (Blanchard, 1851)",
10363,1278820,Chrysomelidae,Dorynota,nodosa,"Dorynota nodosa (Boheman, 1854)",
10364,303900,Curculionidae,Plocetes,versicolor,"Plocetes versicolor Clark, 1982",
10365,1677611,Cerambycidae,Arixiuna,,"Arixiuna Martins & Galileo, 1992",
10366,70058,Buprestidae,Agrilus,,"Agrilus Curtis, 1825",
10367,301591,Scarabaeidae,Pseudocanthon,perplexus,"Pseudocanthon perplexus (LeConte, 1847)",
10368,1378489,Lucanidae,Sphaenognathus,feisthamelii,"Sphaenognathus feisthamelii (Guérin-Ménéville, 1838)",
10369,908673,Hybosoridae,Hybosorus,illigeri,"Hybosorus illigeri Reiche, 1853",
10370,633138,Buprestidae,Lampetis,torquata,"Lampetis torquata (Dalman, 1823)",
10371,926557,Coccinellidae,Zagreus,,"Zagreus Mulsant, 1850",
10372,1669183,Scarabaeidae,Gymnetis,aureotorquata,"Gymnetis aureotorquata Bourgoin, 1912",
10373,1617688,Scarabaeidae,Heterocotinis,terminata,"Heterocotinis terminata (Gory & Percheron, 1833)",
10374,1568752,Curculionidae,Naupactus,submaculatus,"Naupactus submaculatus Hustache, 1947",
10375,840079,Scarabaeidae,Cyclocephala,tridentata,"Cyclocephala tridentata (Fabricius, 1801)",
10376,433401,Scarabaeidae,Canthon,triangularis,"Canthon triangularis (Drury, 1770)",
10377,806548,Chrysomelidae,Cerotoma,,"Cerotoma Chevrolat, 1836",
10378,541164,Oedemeridae,Polypria,,"Polypria Chevrolat, 1874",
10379,918730,Erotylidae,Iphiclus,,"Iphiclus Chevrolat, 1837",
10380,1074093,Buprestidae,Conognatha,parallelogramma,"Conognatha parallelogramma (Perty, 1830)",
10381,627376,Chrysomelidae,Delocrania,panamensis,"Delocrania panamensis Champion, 1893",
10382,304617,Curculionidae,Epicaerus,costatus,"Epicaerus costatus Sharp, 1891",
10383,1565043,Cleridae,Ichnea,,"Ichnea Laporte, 1836",
10384,271989,Buprestidae,Nanularia,cupreofusca,"Nanularia cupreofusca Casey, 1909",
10385,306142,Cerambycidae,Cephalodina,crassiceps,"Cephalodina crassiceps Bates, 1881",
10386,1126980,Chrysomelidae,Procalus,,"Procalus Clark, 1865",
10387,854944,Chrysomelidae,Dorynota,pugionata,"Dorynota pugionata (Germar, 1824)",
10388,335544,Chrysomelidae,,,Chrysomelidae,
10389,1076389,Coccinellidae,Neocalvia,,"Neocalvia Crotch, 1871",
10390,1628275,Meloidae,Epicauta,caustica,"Epicauta caustica Rojas, 1857",
10391,1470839,Scarabaeidae,Erioscelis,emarginata,"Erioscelis emarginata (Mannerheim, 1828)",
10392,549259,Scarabaeidae,Marmarina,tigrina,"Marmarina tigrina (Gory & Percheron, 1833)",
10393,986391,Cerambycidae,Poecilopeplus,haemopterus,"Poecilopeplus haemopterus (Lucas, 1859)",
10394,1502295,Chrysomelidae,Platyphora,,"Platyphora Gistel, 1857",
10395,960525,Nitidulidae,Paromia,dorcoides,Paromia dorcoides,
10396,268567,Curculionidae,Lepidobaris,latisquamis,"Lepidobaris latisquamis G.C.Champion, 1909",
10397,1619587,Cerambycidae,Ptericoptus,panamensis,"Ptericoptus panamensis Bates, 1880",
10398,418698,Elateridae,Heteroderes,amplicollis,"Heteroderes amplicollis (Gyllenhal, 1817)",
10399,911918,Cerambycidae,Colobothea,chontalensis,"Colobothea chontalensis Bates, 1872",
10400,775383,Chrysomelidae,Sceloenopla,maculata,"Sceloenopla maculata (Olivier, 1792)",
10401,1086010,Scarabaeidae,Homocopris,achamas,"Homocopris achamas (Harold, 1867)",
10402,1419820,Scarabaeidae,Xyloryctes,splendidus,"Xyloryctes splendidus Prell, 1914",
