location_id,koppen_code,vegetation_zone,country_derived
90275,Cfa,Tropischer Regenwald,Brazil
90276,BSh,Tropischer Trockenwald,Mexico
90277,Cfb,Gemäßigter Laubwald,Chile
90278,Aw,Tropisches Grasland / Savanne,Brazil
90279,Cfa,Gemäßigtes Grasland,Argentina
90280,Cfb,Tropischer Regenwald,Colombia
90281,Cfb,Gemäßigtes Grasland,Argentina
90282,Csb,Gemäßigter Laubwald,Argentina
90283,Af,Tropischer Regenwald,Colombia
90284,Cfa,Überschwemmtes Grasland,Argentina
90285,Aw,Wüste / Trockengebiete,Cuba
90286,Cfa,Tropischer Regenwald,Brazil
90287,Cwa,Tropischer Nadelwald,Mexico
90288,BSh,Wüste / Trockengebiete,Mexico
90289,Af,Tropischer Regenwald,Costa Rica
90290,BSh,Tropischer Trockenwald,Mexico
90291,Aw,,Brazil
90292,Aw,Tropischer Regenwald,Brazil
90293,Cfa,Gemäßigtes Grasland,Argentina
90294,BWh,Wüste / Trockengebiete,Mexico
90295,Cfa,Gemäßigtes Grasland,Argentina
90296,Cwb,Tropischer Nadelwald,Mexico
90297,Am,Überschwemmtes Grasland,
90298,Af,Tropischer Regenwald,Colombia
90299,Cfa,Tropischer Regenwald,Brazil
90300,Cfb,Tropischer Regenwald,Ecuador
90301,Am,Tropischer Regenwald,
90302,Am,Überschwemmtes Grasland,
90303,Cwa,Wüste / Trockengebiete,Mexico
90304,BSk,Mittelmeervegetation,Mexico
90305,BSh,Tropischer Trockenwald,Mexico
90306,BSh,Tropischer Trockenwald,Mexico
90307,Cfa,,Argentina
90308,Am,Tropischer Nadelwald,Guatemala
90309,Am,Tropischer Regenwald,
90310,BSk,Wüste / Trockengebiete,Mexico
90311,Cfa,Gemäßigtes Grasland,Argentina
90312,Aw,Wüste / Trockengebiete,
90313,Am,Tropischer Regenwald,Costa Rica
90314,Csb,Gemäßigter Laubwald,Chile
90315,Aw,Tropisches Grasland / Savanne,Brazil
90316,Cfa,Gemäßigtes Grasland,Argentina
90317,BSh,Wüste / Trockengebiete,
90318,Aw,Tropischer Regenwald,Peru
90319,Af,Tropischer Regenwald,Peru
90320,Af,Tropischer Regenwald,Ecuador
90321,Am,Tropischer Regenwald,
90322,BSk,Mittelmeervegetation,Mexico
90323,Cwb,Tropischer Nadelwald,Mexico
90324,Aw,Tropischer Regenwald,Dominican Republic
90325,Csb,Gemäßigter Laubwald,Chile
90326,Af,Überschwemmtes Grasland,
90327,Cfa,Tropisches Grasland / Savanne,Uruguay
90328,Aw,Wüste / Trockengebiete,Colombia
90329,Cfb,Tropischer Regenwald,Peru
90330,Aw,Tropisches Grasland / Savanne,Brazil
90331,Cfa,Gemäßigtes Grasland,Argentina
90332,Cwb,Wüste / Trockengebiete,Mexico
90333,Cfa,Tropischer Regenwald,Brazil
90334,Cwa,Tropischer Regenwald,Brazil
90335,Cfa,Tropisches Grasland / Savanne,Brazil
90336,Csb,Gemäßigtes Grasland,Argentina
90337,ET,Tropischer Regenwald,Ecuador
90338,BWh,Wüste / Trockengebiete,Mexico
90339,Am,Mangroven,French Guiana
90340,Cfa,,Argentina
90341,Aw,Tropischer Trockenwald,Mexico
90342,Cfa,Tropisches Grasland / Savanne,Uruguay
90343,ET,Gebirgs-Grasland,Bolivia
90344,Af,Überschwemmtes Grasland,
90345,Cwb,Wüste / Trockengebiete,Mexico
90346,Am,Überschwemmtes Grasland,
90347,BSh,Wüste / Trockengebiete,Mexico
90348,Cfb,Tropischer Regenwald,Brazil
90349,Cfb,Tropischer Regenwald,Panama
90350,Aw,Tropischer Regenwald,Nicaragua
90351,Csb,Mittelmeervegetation,Chile
90352,Cfa,Gemäßigtes Grasland,Argentina
90353,Cfb,Tropischer Regenwald,Mexico
90354,Cwb,Tropischer Nadelwald,Mexico
90355,Cfa,Gemäßigtes Grasland,Argentina
90356,Aw,Tropischer Nadelwald,Honduras
90357,Cfa,Gemäßigtes Grasland,Argentina
90358,Cwb,Wüste / Trockengebiete,Mexico
90359,Cwb,Tropischer Trockenwald,Mexico
90360,Am,,
90361,Cfa,Tropisches Grasland / Savanne,
90362,Cfb,Gemäßigter Laubwald,Chile
90363,Csb,Gemäßigter Laubwald,Chile
90364,Aw,Wüste / Trockengebiete,Brazil
90365,Cfa,,
90366,Aw,Tropisches Grasland / Savanne,Brazil
90367,Cwa,Tropischer Trockenwald,Mexico
90368,Cwb,Wüste / Trockengebiete,Mexico
90369,Cfb,,Colombia
90370,Cwb,Tropischer Regenwald,Costa Rica
90371,Cwb,Wüste / Trockengebiete,Mexico
90372,Aw,Tropischer Regenwald,Jamaica
90373,Aw,Tropischer Nadelwald,Honduras
90374,BSh,Wüste / Trockengebiete,
90375,Aw,Tropisches Grasland / Savanne,Brazil
90376,Cfb,Tropischer Regenwald,Colombia
90377,Cfa,Wüste / Trockengebiete,
90378,Af,Tropischer Regenwald,Honduras
90379,BWk,Wüste / Trockengebiete,Chile
90380,Cfa,Tropischer Regenwald,Argentina
90381,BSh,Wüste / Trockengebiete,Mexico
90382,BSh,Wüste / Trockengebiete,Mexico
90383,BSh,Tropischer Trockenwald,Ecuador
90384,Csb,Mittelmeervegetation,Chile
90385,Aw,Tropischer Trockenwald,Mexico
90386,Cwa,Tropischer Trockenwald,Mexico
90387,Af,Überschwemmtes Grasland,
90388,Cwb,Wüste / Trockengebiete,Mexico
90389,Am,Tropischer Regenwald,
90390,Cfa,Gemäßigtes Grasland,Argentina
90391,BSh,Wüste / Trockengebiete,Mexico
90392,BSk,Wüste / Trockengebiete,Mexico
90393,Cfb,Gemäßigtes Grasland,Argentina
90394,Aw,Tropischer Regenwald,Brazil
90395,BWh,,Mexico
90396,Cfb,Tropischer Regenwald,Colombia
90397,Cwb,Tropischer Nadelwald,Mexico
90398,BSk,Mittelmeervegetation,Mexico
90399,Cwb,Wüste / Trockengebiete,Mexico
90400,Cfb,Gemäßigter Laubwald,Argentina
90401,BSk,Wüste / Trockengebiete,Mexico
90402,Aw,Tropisches Grasland / Savanne,Brazil
90403,Aw,Tropischer Trockenwald,Mexico
90404,Af,Tropischer Regenwald,Peru
90405,Cwb,Wüste / Trockengebiete,Mexico
90406,Aw,Tropischer Regenwald,Brazil
90407,BSh,Wüste / Trockengebiete,
90408,BSh,Tropischer Trockenwald,Ecuador
90409,Cwa,,Mexico
90410,Af,Tropischer Regenwald,Costa Rica
90411,Cfb,Tropischer Regenwald,Colombia
90412,Cfb,Tropischer Regenwald,Brazil
90413,Cwb,Wüste / Trockengebiete,Mexico
90414,Aw,Tropischer Regenwald,Brazil
90415,Aw,Tropischer Regenwald,Brazil
90416,Cfa,Gemäßigtes Grasland,Argentina
90417,Cfa,Tropisches Grasland / Savanne,Brazil
90418,Cwb,Tropischer Nadelwald,Guatemala
90419,BSh,Tropischer Trockenwald,Mexico
90420,BWh,Wüste / Trockengebiete,Mexico
90421,Cwb,Wüste / Trockengebiete,Mexico
90422,Am,Tropischer Regenwald,
90423,Cfa,Tropischer Regenwald,Brazil
90424,Csb,Gemäßigter Laubwald,Chile
90425,Af,Tropischer Regenwald,Peru
90426,Cfa,,Argentina
90427,Cwb,Tropischer Nadelwald,Mexico
90428,Cfa,Gemäßigtes Grasland,Argentina
90429,BSk,Wüste / Trockengebiete,Mexico
90430,BSh,Wüste / Trockengebiete,Mexico
90431,Cfa,Überschwemmtes Grasland,Argentina
90432,Cwb,Tropischer Trockenwald,Bolivia
90433,Aw,Mangroven,Venezuela
90434,Cfc,Gemäßigter Laubwald,Chile
90435,Aw,Gemäßigter Nadelwald,
90436,Cwb,Tropischer Nadelwald,Guatemala
90437,Aw,Tropischer Nadelwald,Mexico
90438,Aw,Wüste / Trockengebiete,Brazil
90439,Am,Tropischer Regenwald,Panama
90440,Cfa,Tropischer Regenwald,Argentina
90441,Cwb,Tropischer Trockenwald,Mexico
90442,Am,Tropischer Regenwald,Costa Rica
90443,,Mangroven,Mexico
90444,Af,Tropischer Regenwald,Costa Rica
90445,Cfa,Gemäßigtes Grasland,Argentina
90446,Am,,
90447,Cwb,Wüste / Trockengebiete,Mexico
90448,Cfa,Tropisches Grasland / Savanne,
90449,Af,Tropischer Regenwald,Colombia
90450,Cfb,Tropischer Regenwald,Mexico
90451,Am,Tropischer Trockenwald,Mexico
90452,Am,Mangroven,Brazil
90453,Aw,Tropischer Trockenwald,Mexico
90454,Cwb,Tropischer Nadelwald,Mexico
90455,Cfa,Gemäßigtes Grasland,Argentina
90456,Cfb,Tropischer Regenwald,Colombia
90457,Cwb,Wüste / Trockengebiete,Mexico
90458,Cfb,Tropischer Regenwald,Brazil
90459,Af,Überschwemmtes Grasland,
90460,Cfa,Gemäßigtes Grasland,Argentina
90461,Aw,Tropischer Trockenwald,Mexico
90462,Aw,Tropischer Regenwald,Brazil
90463,Cwb,Tropischer Nadelwald,Mexico
90464,Af,Tropischer Regenwald,Mexico
90465,Cwb,Tropischer Trockenwald,Mexico
90466,Cfa,Gemäßigtes Grasland,Argentina
90467,Am,Tropischer Regenwald,Costa Rica
90468,Aw,Überschwemmtes Grasland,
90469,BWh,,
90470,Cfa,Tropischer Regenwald,Brazil
90471,Cwa,Tropischer Trockenwald,Mexico
90472,Cfa,Tropischer Regenwald,Brazil
90473,Aw,Tropischer Regenwald,Panama
90474,Cfb,Tropischer Regenwald,Brazil
90475,BWk,Gemäßigtes Grasland,Argentina
90476,Cwa,Gemäßigtes Grasland,Argentina
90477,BSh,Wüste / Trockengebiete,Mexico
90478,Csb,Mittelmeervegetation,Chile
90479,BSk,Wüste / Trockengebiete,Mexico
90480,Cfa,Tropischer Regenwald,Argentina
90481,Am,Tropischer Regenwald,
90482,BWh,Wüste / Trockengebiete,Mexico
90483,Af,Tropischer Regenwald,Brazil
90484,Cwb,,Mexico
90485,Cwa,Tropischer Nadelwald,Mexico
90486,Cfa,Gemäßigtes Grasland,Argentina
90487,Am,Tropisches Grasland / Savanne,Bolivia
90488,Am,,
90489,Cfa,Gemäßigtes Grasland,Argentina
90490,BSh,Wüste / Trockengebiete,Mexico
90491,Cfa,Tropisches Grasland / Savanne,Paraguay
90492,Af,,Colombia
90493,Aw,Wüste / Trockengebiete,Venezuela
90494,Cfb,Tropischer Regenwald,Brazil
90495,Cwb,Wüste / Trockengebiete,Mexico
90496,Cfa,Tropisches Grasland / Savanne,Uruguay
90497,Cwb,Tropischer Regenwald,Costa Rica
90498,Cwb,Tropischer Nadelwald,Mexico
90499,Af,Tropischer Regenwald,Ecuador
90500,BSk,Wüste / Trockengebiete,Mexico
90501,Cfa,Gemäßigtes Grasland,Argentina
90502,BWh,Tropischer Trockenwald,Peru
90503,Csb,Tropischer Regenwald,Ecuador
90504,Am,Tropischer Regenwald,Costa Rica
90505,BWh,Wüste / Trockengebiete,Peru
90506,Cfb,Tropischer Regenwald,Costa Rica
90507,Cwb,Tropischer Regenwald,Argentina
90508,Af,,Costa Rica
90509,BSk,Wüste / Trockengebiete,Mexico
90510,Aw,Tropischer Regenwald,Brazil
90511,BWh,Wüste / Trockengebiete,Mexico
90512,Cfb,Tropischer Regenwald,Ecuador
90513,Cfb,Tropischer Regenwald,Brazil
90514,BWh,Wüste / Trockengebiete,Mexico
90515,Cwa,Tropischer Regenwald,Mexico
90516,BSk,Wüste / Trockengebiete,Mexico
90517,Cfa,Gemäßigtes Grasland,Argentina
90518,Cfb,Gemäßigter Laubwald,Chile
90519,BSk,Wüste / Trockengebiete,Mexico
90520,Am,Mangroven,French Guiana
90521,Aw,Tropischer Trockenwald,Mexico
90522,Af,Tropischer Regenwald,Costa Rica
90523,Cwb,Tropischer Nadelwald,Guatemala
90524,Aw,Tropischer Trockenwald,Mexico
90525,Cfa,Tropischer Regenwald,Brazil
90526,Cfb,Tropischer Regenwald,Colombia
90527,BWh,,Mexico
90528,Cfa,Gemäßigtes Grasland,Argentina
90529,Cfa,Tropisches Grasland / Savanne,Uruguay
90530,Cfa,Gemäßigtes Grasland,Argentina
90531,Am,Tropischer Regenwald,Costa Rica
90532,Am,,Honduras
90533,Am,Tropischer Regenwald,
90534,Cfa,Tropischer Regenwald,Brazil
90535,BSk,Wüste / Trockengebiete,Mexico
90536,BSh,Wüste / Trockengebiete,Mexico
90537,Am,Tropischer Regenwald,Panama
90538,Cfb,Tropischer Regenwald,Ecuador
90539,BSk,Tropischer Trockenwald,Bolivia
90540,Af,Tropischer Regenwald,Peru
90541,Af,,
90542,BSk,Mittelmeervegetation,Mexico
90543,Am,Tropischer Regenwald,Costa Rica
90544,Af,Tropischer Regenwald,Ecuador
90545,Cfa,,Argentina
90546,Cwb,Tropisches Grasland / Savanne,Argentina
90547,Cfa,Tropisches Grasland / Savanne,
90548,Cwb,Tropisches Grasland / Savanne,Argentina
90549,Am,Tropischer Regenwald,Brazil
90550,Am,Tropischer Regenwald,Brazil
90551,Am,Tropischer Regenwald,Costa Rica
90552,Aw,Tropischer Nadelwald,Mexico
90553,Cfb,Tropischer Regenwald,Panama
90554,Aw,Tropischer Regenwald,Mexico
90555,Aw,Tropischer Trockenwald,Mexico
90556,Cfb,Tropischer Regenwald,Ecuador
90557,Am,Tropischer Regenwald,French Guiana
90558,BSk,Wüste / Trockengebiete,Mexico
90559,Cfa,Gemäßigtes Grasland,Argentina
90560,BSk,Wüste / Trockengebiete,Mexico
90561,Am,Tropischer Regenwald,Brazil
90562,Cfb,Tropischer Regenwald,Honduras
90563,Csb,Mittelmeervegetation,Chile
90564,Cwa,Tropischer Regenwald,Brazil
90565,Cfb,Tropischer Regenwald,Brazil
90566,Af,Überschwemmtes Grasland,
90567,Am,Überschwemmtes Grasland,
90568,Am,Tropischer Regenwald,Colombia
90569,BSh,Wüste / Trockengebiete,Mexico
90570,Af,Tropischer Regenwald,Peru
90571,Af,Tropischer Trockenwald,Colombia
90572,BSh,Tropischer Trockenwald,Mexico
90573,BWh,Wüste / Trockengebiete,Mexico
90574,Aw,Tropisches Grasland / Savanne,Brazil
90575,BSh,Wüste / Trockengebiete,
90576,BSh,Wüste / Trockengebiete,
90577,BSh,Wüste / Trockengebiete,
90578,Csb,Mittelmeervegetation,Chile
90579,Am,Tropischer Regenwald,Brazil
90580,Aw,Tropisches Grasland / Savanne,Brazil
90581,Csb,Gemäßigter Laubwald,Chile
90582,Cwb,Wüste / Trockengebiete,Mexico
90583,Cfa,Gemäßigtes Grasland,Argentina
90584,Cfc,Gemäßigter Laubwald,Chile
90585,Af,Tropischer Regenwald,Peru
90586,Csb,Gemäßigter Laubwald,Chile
90587,Cfa,Tropischer Regenwald,Brazil
90588,Af,Tropischer Regenwald,Costa Rica
90589,Af,Tropischer Regenwald,French Guiana
90590,Cwb,Tropischer Nadelwald,Mexico
90591,Cfb,Tropischer Regenwald,Brazil
90592,Cfa,Tropischer Regenwald,Brazil
90593,Cfb,Tropischer Regenwald,Colombia
90594,Cfa,Überschwemmtes Grasland,Argentina
90595,Af,Tropischer Regenwald,Ecuador
90596,Cfb,Tropischer Regenwald,Brazil
90597,Cwb,Wüste / Trockengebiete,Mexico
90598,Af,,
90599,Af,Überschwemmtes Grasland,
90600,Af,,
90601,Aw,Tropischer Regenwald,Venezuela
90602,BSk,Gemäßigtes Grasland,Argentina
90603,Cfa,Tropisches Grasland / Savanne,
90604,BSk,Wüste / Trockengebiete,Mexico
90605,BSk,Mittelmeervegetation,Chile
90606,Cfa,Gemäßigtes Grasland,Argentina
90607,Am,Tropischer Regenwald,Costa Rica
90608,BWh,Wüste / Trockengebiete,Mexico
90609,Cfa,Überschwemmtes Grasland,Argentina
90610,BSk,Wüste / Trockengebiete,Mexico
90611,Cwa,Tropischer Trockenwald,Mexico
90612,Cwb,Tropischer Nadelwald,Mexico
90613,BSh,Tropischer Trockenwald,Mexico
90614,BWh,Wüste / Trockengebiete,Mexico
90615,Aw,,
90616,BSk,Mittelmeervegetation,Chile
90617,Am,Überschwemmtes Grasland,
90618,Cfa,Gemäßigtes Grasland,Argentina
90619,BSh,Tropischer Trockenwald,Mexico
90620,Af,Tropischer Regenwald,Costa Rica
90621,Aw,Mangroven,
90622,Cwb,Tropischer Trockenwald,Mexico
90623,Cfa,,Argentina
90624,Cwb,Tropischer Nadelwald,Mexico
90625,Af,Tropischer Regenwald,Costa Rica
90626,BSh,Wüste / Trockengebiete,Mexico
90627,Cfa,Tropisches Grasland / Savanne,
90628,,Tropischer Regenwald,Mexico
90629,Csb,Gemäßigter Laubwald,Argentina
90630,Cwa,Tropischer Trockenwald,Mexico
90631,Cwb,Wüste / Trockengebiete,Mexico
90632,Cwb,,Mexico
90633,Cwb,Tropischer Nadelwald,Mexico
90634,Aw,,Mexico
90635,Am,Tropisches Grasland / Savanne,Colombia
90636,Af,Tropischer Regenwald,Ecuador
90637,BSh,Wüste / Trockengebiete,Mexico
90638,Cfa,Gemäßigtes Grasland,Argentina
90639,Af,,Brazil
90640,Am,Tropischer Regenwald,
90641,Aw,Tropisches Grasland / Savanne,Brazil
90642,Aw,Tropischer Regenwald,Brazil
90643,Cfa,Gemäßigtes Grasland,Argentina
90644,BSh,Wüste / Trockengebiete,Mexico
90645,Am,Tropischer Regenwald,
90646,Cfb,Tropischer Regenwald,Ecuador
90647,Am,Tropischer Regenwald,
90648,BSk,Wüste / Trockengebiete,Mexico
90649,BWk,Gemäßigtes Grasland,Argentina
90650,Cwb,Wüste / Trockengebiete,Mexico
90651,Aw,Tropischer Regenwald,Nicaragua
90652,Cfb,Tropischer Regenwald,Brazil
90653,Am,Überschwemmtes Grasland,
90654,Csb,Gemäßigter Laubwald,Argentina
90655,Aw,Tropischer Regenwald,Brazil
90656,Am,Tropischer Regenwald,Costa Rica
90657,Af,,Colombia
90658,Am,Tropischer Regenwald,Guyana
90659,Aw,Tropischer Regenwald,Mexico
90660,Csb,Tropischer Regenwald,Colombia
90661,Aw,Wüste / Trockengebiete,Brazil
90662,Cfa,Gemäßigtes Grasland,Argentina
90663,Cwb,Wüste / Trockengebiete,Mexico
90664,BSh,Wüste / Trockengebiete,
90665,Cwa,Tropischer Trockenwald,Mexico
90666,Cfb,,
90667,Cwa,Tropischer Regenwald,Brazil
90668,BSh,Wüste / Trockengebiete,Mexico
90669,Csb,Gemäßigter Laubwald,Chile
90670,Aw,Tropisches Grasland / Savanne,Brazil
90671,Af,Tropischer Regenwald,Costa Rica
90672,Aw,Tropischer Trockenwald,Panama
90673,Cfb,Tropischer Regenwald,Colombia
90674,Am,Tropischer Regenwald,Peru
90675,Af,Tropischer Regenwald,Ecuador
90676,Cwa,Tropischer Trockenwald,Mexico
90677,BSh,Wüste / Trockengebiete,Mexico
90678,Cwb,Tropischer Nadelwald,Mexico
90679,Cfa,Tropischer Regenwald,Brazil
90680,Af,Tropischer Regenwald,Costa Rica
90681,Csb,Gebirgs-Grasland,Colombia
90682,Cfb,Tropischer Regenwald,Colombia
90683,Af,Tropischer Regenwald,Costa Rica
90684,Csb,Mittelmeervegetation,Chile
90685,Aw,Mangroven,Venezuela
90686,Aw,Tropischer Regenwald,Brazil
90687,Aw,Tropischer Trockenwald,Bolivia
90688,Cfa,Überschwemmtes Grasland,Argentina
90689,BSh,Tropischer Trockenwald,Mexico
90690,Af,Tropischer Regenwald,Ecuador
90691,Cfa,,
90692,BSh,Wüste / Trockengebiete,
90693,Aw,Tropischer Regenwald,Brazil
90694,BWh,Wüste / Trockengebiete,Mexico
90695,Cfa,Gemäßigtes Grasland,Argentina
90696,Csb,Mittelmeervegetation,Chile
90697,Cfa,Tropischer Regenwald,Brazil
90698,Cfa,Gemäßigtes Grasland,Argentina
90699,Cfb,Tropischer Regenwald,Ecuador
90700,Am,Tropischer Regenwald,French Guiana
90701,Cwa,Tropischer Nadelwald,Mexico
90702,BWh,Wüste / Trockengebiete,Mexico
90703,BSk,,Mexico
90704,Cwa,Tropischer Nadelwald,Mexico
90705,,Tropischer Regenwald,Ecuador
90706,Af,,Costa Rica
90707,Cfa,Tropisches Grasland / Savanne,Brazil
90708,Af,Tropischer Regenwald,Peru
90709,Af,Tropischer Regenwald,Ecuador
90710,BSh,Wüste / Trockengebiete,
90711,Aw,Tropischer Regenwald,Mexico
90712,Cfa,Tropisches Grasland / Savanne,Uruguay
90713,BWh,Wüste / Trockengebiete,Peru
90714,Aw,Tropischer Nadelwald,Mexico
90715,Af,Tropischer Regenwald,Peru
90716,Cfb,Tropischer Regenwald,Ecuador
90717,ET,Gemäßigter Laubwald,Argentina
90718,Am,Überschwemmtes Grasland,
90719,Cwb,Tropischer Nadelwald,Mexico
90720,Cfb,Tropischer Regenwald,Ecuador
90721,Cwb,Tropischer Nadelwald,Mexico
90722,Cfb,Tropischer Regenwald,Ecuador
90723,Cwa,Tropischer Trockenwald,Mexico
90724,Cfa,Tropischer Regenwald,Brazil
90725,Aw,Tropischer Trockenwald,Mexico
90726,Cfa,Gemäßigtes Grasland,Argentina
90727,Aw,Tropischer Regenwald,Mexico
90728,Af,Tropischer Regenwald,Peru
90729,Cfa,Tropischer Regenwald,Argentina
90730,Af,Tropischer Regenwald,Peru
90731,Cfb,Tropischer Regenwald,Ecuador
90732,BSh,Wüste / Trockengebiete,Mexico
90733,Am,Mangroven,French Guiana
90734,Cwa,Tropisches Grasland / Savanne,Brazil
90735,Cfa,Tropisches Grasland / Savanne,Argentina
90736,Csb,Tropischer Regenwald,Colombia
90737,Af,Tropischer Regenwald,Paraguay
90738,Cfa,Tropisches Grasland / Savanne,Brazil
90739,BWh,Wüste / Trockengebiete,Mexico
90740,BSk,Wüste / Trockengebiete,Mexico
90741,Aw,Tropischer Trockenwald,Mexico
90742,Cfa,,Brazil
90743,Cwa,Tropisches Grasland / Savanne,Argentina
90744,Cfa,Tropischer Regenwald,Brazil
90745,Cfa,Tropischer Regenwald,
90746,Cfa,Gemäßigtes Grasland,Argentina
90747,Cwb,Tropischer Nadelwald,Mexico
90748,Cfa,Tropisches Grasland / Savanne,Paraguay
90749,Aw,Tropischer Trockenwald,Colombia
90750,Cfb,Tropischer Regenwald,Ecuador
90751,Cfb,Gemäßigtes Grasland,Argentina
90752,Cfb,Gemäßigter Laubwald,Chile
90753,Cfb,Tropischer Regenwald,Ecuador
90754,Cfa,Wüste / Trockengebiete,Mexico
90755,Aw,Mangroven,Venezuela
90756,Cfa,Gemäßigtes Grasland,Argentina
90757,Am,,
90758,Cfa,Gemäßigtes Grasland,Argentina
90759,Cfa,Tropischer Regenwald,Brazil
90760,Cfb,Tropischer Regenwald,Brazil
90761,Af,Tropischer Regenwald,Costa Rica
90762,Cfa,Wüste / Trockengebiete,
90763,Aw,Tropischer Trockenwald,Mexico
90764,BWk,Gebirgs-Grasland,Chile
90765,Aw,Tropischer Regenwald,Costa Rica
90766,BSh,Wüste / Trockengebiete,
90767,Cfa,Gemäßigtes Grasland,Argentina
90768,Am,,Costa Rica
90769,Aw,Tropischer Trockenwald,Mexico
90770,Cfb,Tropischer Regenwald,Colombia
90771,Cfa,,Argentina
90772,Aw,Tropisches Grasland / Savanne,Brazil
90773,Csb,Mittelmeervegetation,Chile
90774,Aw,Mangroven,Mexico
90775,Cfa,Überschwemmtes Grasland,Argentina
90776,Cfb,Tropischer Regenwald,Brazil
90777,Cfb,Tropischer Regenwald,Brazil
90778,Aw,Tropischer Trockenwald,Mexico
90779,Af,Tropischer Regenwald,Ecuador
90780,Cfa,Tropischer Regenwald,Brazil
90781,Cfa,Gemäßigtes Grasland,Argentina
90782,Am,,Nicaragua
90783,Cwb,Wüste / Trockengebiete,Mexico
90784,BSh,Tropischer Nadelwald,Mexico
90785,,Tropischer Regenwald,Mexico
90786,Am,Tropischer Regenwald,
90787,Aw,Tropischer Trockenwald,Mexico
90788,Aw,Tropisches Grasland / Savanne,Brazil
90789,Cwb,Wüste / Trockengebiete,Mexico
90790,Aw,Überschwemmtes Grasland,
90791,Cfa,Tropischer Regenwald,Brazil
90792,Csb,Gemäßigter Laubwald,Chile
90793,Am,Tropischer Nadelwald,Guatemala
90794,Aw,Tropischer Regenwald,Brazil
90795,Cfa,,Argentina
90796,Af,Tropischer Regenwald,Costa Rica
90797,Am,Mangroven,French Guiana
90798,Cfa,Tropischer Regenwald,Brazil
90799,BSk,Wüste / Trockengebiete,Mexico
90800,Cfb,Gemäßigter Laubwald,Chile
90801,Aw,Tropischer Trockenwald,Panama
90802,Cwa,Gemäßigtes Grasland,Argentina
90803,Aw,Tropischer Regenwald,Mexico
90804,Cwa,Tropischer Trockenwald,Mexico
90805,Am,Tropischer Regenwald,Costa Rica
90806,,Tropischer Nadelwald,Mexico
90807,Cfb,Tropischer Regenwald,Ecuador
90808,Cfa,Tropisches Grasland / Savanne,Brazil
90809,Cfa,Wüste / Trockengebiete,
90810,Af,Tropischer Regenwald,Puerto Rico
90811,Aw,Tropischer Nadelwald,El Salvador
90812,Csb,Gemäßigter Laubwald,Chile
90813,Cwb,Tropischer Trockenwald,Mexico
90814,BWh,Wüste / Trockengebiete,Mexico
90815,BSh,Wüste / Trockengebiete,
90816,BSk,Wüste / Trockengebiete,Mexico
90817,Cfa,Gemäßigtes Grasland,Argentina
90818,Cwa,Tropischer Trockenwald,Mexico
90819,Am,Tropischer Regenwald,Guyana
90820,Csb,Tropischer Regenwald,Ecuador
90821,Aw,Tropischer Nadelwald,Mexico
90822,Cfa,Tropischer Regenwald,Brazil
90823,Am,,Costa Rica
90824,Aw,,Brazil
90825,Cwb,Tropischer Nadelwald,Mexico
90826,Cfa,Tropisches Grasland / Savanne,Uruguay
90827,Af,Tropischer Regenwald,French Guiana
90828,Cfb,Tropischer Regenwald,Brazil
90829,Aw,Tropischer Regenwald,Panama
90830,Cfb,Tropischer Regenwald,Costa Rica
90831,Af,Tropischer Regenwald,Puerto Rico
90832,Aw,Tropischer Regenwald,Mexico
90833,Aw,Wüste / Trockengebiete,Ecuador
90834,Cfa,,Argentina
90835,Cwb,,Mexico
90836,Aw,Überschwemmtes Grasland,
90837,Am,Überschwemmtes Grasland,
90838,Af,Tropischer Regenwald,
90839,BWk,Mittelmeervegetation,Chile
90840,Aw,Tropischer Trockenwald,Mexico
90841,Af,Tropischer Regenwald,Peru
90842,Aw,Tropischer Regenwald,Mexico
90843,Cwb,Wüste / Trockengebiete,Mexico
90844,Cwb,Tropischer Nadelwald,Mexico
90845,Cwb,Tropischer Trockenwald,Bolivia
90846,Cwb,Tropischer Regenwald,Peru
90847,Am,Tropischer Regenwald,
90848,Cwb,Tropischer Nadelwald,Mexico
90849,Am,Tropischer Regenwald,Belize
90850,Aw,Gemäßigter Nadelwald,
90851,BSh,Tropischer Trockenwald,Mexico
90852,Aw,,Mexico
90853,Am,Überschwemmtes Grasland,
90854,Cfa,Gemäßigtes Grasland,Argentina
90855,BSk,Mittelmeervegetation,Chile
90856,BSh,Wüste / Trockengebiete,
90857,Af,Tropischer Regenwald,Costa Rica
90858,BSh,Wüste / Trockengebiete,
90859,Am,Tropischer Regenwald,French Guiana
90860,BWh,Wüste / Trockengebiete,Mexico
90861,Csb,Gemäßigter Laubwald,Argentina
90862,Cfa,,Argentina
90863,Am,Überschwemmtes Grasland,
90864,Af,Tropischer Regenwald,Peru
90865,Cfa,Tropisches Grasland / Savanne,Uruguay
90866,Af,Tropischer Regenwald,
90867,Af,Tropischer Regenwald,Colombia
90868,Cfb,Tropischer Regenwald,Brazil
90869,Cwb,Wüste / Trockengebiete,Mexico
90870,Aw,Wüste / Trockengebiete,Ecuador
90871,Csb,Mittelmeervegetation,Chile
90872,Cwb,Tropischer Nadelwald,Mexico
90873,Aw,Tropischer Trockenwald,Mexico
90874,Cfb,Tropischer Regenwald,Panama
90875,Cfa,Wüste / Trockengebiete,
90876,Am,Tropischer Regenwald,Costa Rica
90877,Aw,Tropischer Regenwald,Ecuador
90878,Csb,Gemäßigter Laubwald,Chile
